No. of features, selected_features, sim_func, fix_len_func, k stock, window_len, next_t, model, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse, mean_sharp_ratio, mean_profit, std_profit
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, time_join, 50, 0, 7, RandomForestClassifier, 0.5041, 0.039, 0.4949, 0.0398, NaN, NaN, 0.463, 11.609, 47.534
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, time_join, 50, 0, 7, GradientBoostingRegressor, 0.5024, 0.0554, 0.4974, 0.0555, 0.011, 0.003, -0.009, 8.535, 44.14
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, time_join, 50, 0, 7, GradientBoostingClassifier, 0.5106, 0.042, 0.4502, 0.0594, NaN, NaN, 0.257, 11.245, 46.755
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 1, RandomForestRegressor, 0.4783, 0.0424, 0.4767, 0.0427, 0.012, 0.003, 0.07, 5.512, 20.958
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 1, RandomForestClassifier, 0.4944, 0.0371, 0.4791, 0.0451, NaN, NaN, 0.427, 6.797, 55.463
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 1, GradientBoostingRegressor, 0.507, 0.0342, 0.4985, 0.0352, 0.012, 0.003, 0.255, 9.156, 42.195
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 1, GradientBoostingClassifier, 0.5032, 0.0454, 0.4698, 0.0584, NaN, NaN, 0.201, 15.959, 44.86
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 3, RandomForestRegressor, 0.4891, 0.0435, 0.4881, 0.0436, 0.012, 0.003, 0.472, 15.582, 44.637
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 3, RandomForestClassifier, 0.4981, 0.0343, 0.4874, 0.0394, NaN, NaN, 0.213, 13.919, 78.852
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 3, GradientBoostingRegressor, 0.5052, 0.0352, 0.501, 0.036, 0.012, 0.003, -0.147, 11.965, 53.0
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 3, GradientBoostingClassifier, 0.5101, 0.0358, 0.4814, 0.0464, NaN, NaN, 0.167, -1.922, 31.703
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 7, RandomForestRegressor, 0.4934, 0.0364, 0.4925, 0.0363, 0.012, 0.003, 0.34, 5.283, 21.232
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 7, RandomForestClassifier, 0.5062, 0.046, 0.4988, 0.0487, NaN, NaN, 0.586, 15.811, 47.681
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 7, GradientBoostingRegressor, 0.4975, 0.0545, 0.4903, 0.0559, 0.012, 0.003, 0.334, 12.739, 42.465
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], sax, pip, 50, 0, 7, GradientBoostingClassifier, 0.5127, 0.0352, 0.4676, 0.0544, NaN, NaN, -0.028, 9.437, 47.608
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 1, RandomForestRegressor, 0.4818, 0.045, 0.4804, 0.0455, 0.012, 0.003, 0.041, 5.735, 20.936
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 1, RandomForestClassifier, 0.4925, 0.0368, 0.4756, 0.0448, NaN, NaN, 0.299, 6.413, 55.751
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 1, GradientBoostingRegressor, 0.5063, 0.0343, 0.5031, 0.0348, 0.012, 0.003, 0.16, 7.541, 42.682
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 1, GradientBoostingClassifier, 0.5043, 0.043, 0.4736, 0.0573, NaN, NaN, 0.103, 15.439, 45.176
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 3, RandomForestRegressor, 0.4875, 0.0436, 0.4864, 0.0437, 0.012, 0.003, 0.539, 16.216, 44.521
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 3, RandomForestClassifier, 0.4958, 0.0312, 0.4842, 0.0396, NaN, NaN, 0.336, 14.909, 78.842
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 3, GradientBoostingRegressor, 0.5041, 0.0355, 0.5014, 0.0353, 0.012, 0.003, 0.005, 12.472, 52.961
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 3, GradientBoostingClassifier, 0.5092, 0.0337, 0.4778, 0.0451, NaN, NaN, 0.225, -0.236, 32.381
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 7, RandomForestRegressor, 0.4974, 0.0322, 0.4963, 0.0323, 0.012, 0.003, 0.277, 3.667, 21.65
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 7, RandomForestClassifier, 0.5044, 0.0507, 0.495, 0.0513, NaN, NaN, 0.532, 15.981, 47.447
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 7, GradientBoostingRegressor, 0.4973, 0.0547, 0.4952, 0.0549, 0.012, 0.003, 0.358, 12.945, 42.641
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, time_join, 50, 0, 7, GradientBoostingClassifier, 0.5123, 0.0403, 0.4742, 0.0534, NaN, NaN, 0.097, 10.115, 46.953
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 1, RandomForestRegressor, 0.4785, 0.0407, 0.477, 0.0403, 0.012, 0.003, -0.134, -2.119, 21.277
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 1, RandomForestClassifier, 0.4981, 0.0393, 0.4868, 0.0435, NaN, NaN, 0.369, 8.631, 28.67
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 1, GradientBoostingRegressor, 0.505, 0.0477, 0.4982, 0.0468, 0.011, 0.003, 0.23, 5.283, 34.959
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 1, GradientBoostingClassifier, 0.5081, 0.043, 0.4844, 0.0525, NaN, NaN, 0.34, 6.56, 66.554
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 3, RandomForestRegressor, 0.4818, 0.049, 0.4805, 0.0494, 0.012, 0.003, 0.544, 19.613, 43.041
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 3, RandomForestClassifier, 0.5035, 0.0398, 0.4864, 0.0408, NaN, NaN, 0.563, 2.427, 46.705
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 3, GradientBoostingRegressor, 0.503, 0.0465, 0.4958, 0.0486, 0.012, 0.004, -0.244, -6.633, 63.161
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 3, GradientBoostingClassifier, 0.5216, 0.0478, 0.4468, 0.0618, NaN, NaN, 0.264, 4.464, 37.125
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 7, RandomForestRegressor, 0.4859, 0.0401, 0.4844, 0.0409, 0.012, 0.003, 0.579, 3.041, 23.481
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 7, RandomForestClassifier, 0.5038, 0.0414, 0.485, 0.0387, NaN, NaN, 0.277, 15.18, 61.417
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 7, GradientBoostingRegressor, 0.5044, 0.0505, 0.4888, 0.0545, 0.011, 0.003, 0.288, 9.321, 53.965
7, ['Close_norm'; 'Close_proc'; 'Volume_norm'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'], co-integration, pip, 50, 0, 7, GradientBoostingClassifier, 0.5164, 0.0432, 0.4143, 0.0486, NaN, NaN, 0.123, 20.693, 69.325
